"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἐμπολή","","","fr. 6","13","13.571f","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἐμπολή","","","fr. 7","14","14.617f","","","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἐμπολή","","","fr. 7","14","14.618a","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἔφηβοι","","","fr. 8","14","14.642e","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἔφηβοι","","","fr. 8","2","2.58a","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἔφηβοι","","","fr. 9","11","11.482b","","","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἔφηβοι","","","fr. 9","11","11.482c","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἔφηβοι","","","fr. 10","10","10.423d","","cf. 1.29d","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ἔφηβοι","","","fr. 10","10","10.423e","","cf. 1.29d","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Κίρκη","","","fr. 11","10","10.430f","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Κύδων","","","fr. 12","7","7.322d","","","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Κύδων","","","fr. 12","7","7.322e","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Κύδων","","","fr. 13","14","14.642e","","cf. 646f","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Κύδων","","","fr. 13","14","14.642f","","cf. 646f","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ναυαγός","","","fr. 14","11","11.509b","","","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ναυαγός","","","fr. 14","11","11.509d","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ὅμοιοι ἢ Ὀβελιαφόροι","","","fr. 16","11","11.482d","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ὀβελιαφόροι","","","fr. 15","8","8.359a","","cf. litt. d","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Ὀβελιαφόροι","","","fr. 15","8","8.359b","","cf. litt. d","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Πελταστής","","","fr. 17","7","7.289b","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Πελταστής","","","fr. 18","9","9.380f","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Πελταστής","","","fr. 19","8","8.347b","","","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Πελταστής","","","fr. 19","8","8.347c","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Σαπφώ","","","fr. 20","13","13.572c","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Φιλύρα","","","fr. 21","8","8.358f","","","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Φιλύρα","","","fr. 21","8","8.359a","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Φιλύρα","","","fr. 22","7","7.286e","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Φιλύρα","","","fr. 23","13","13.571a","","","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","Φιλύρα","","","fr. 23","13","13.571b","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","fab. incert.","","","fr. 24","1","1.29d","","cf. 2.57e",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","fab. incert.","","","fr. 25","2","2.38b","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","fab. incert.","","","fr. 26","2","2.48b","","","range start"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","fab. incert.","","","fr. 26","2","2.48c","","","range end"
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","fab. incert.","","","fr. 27","2","2.61a","","",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","fab. incert.","","","fr. 28","1","1.28f","","adn.",""
"EPHIPPVS","","","","comicus","Ephippi fabulas nemo legit nisi unus Athenaeus","fab. incert.","","","fr. 29","1","1.28f","","adn.",""
"EPHORVS","","","","","","Ἱστοριῶν","ἐν γʹ","","fr. 32a","6","6.263f","","",""
"EPHORVS","","","","","","Ἱστοριῶν","ἐν γʹ","","fr. 34","3","3.105d","","",""
"EPHORVS","","","","","","Ἱστοριῶν","ἐν τῇ εʹ","","fr. 91","7","7.311e","","",""
"EPHORVS","","","","","","Ἱστοριῶν","ἐν ἕκτη","","fr. 97","4","4.154d","","","range start"
"EPHORVS","","","","","","Ἱστοριῶν","ἐν ἕκτη","","fr. 97","4","4.154e","","","range end"
"EPHORVS","","","","","","Ἱστοριῶν","ἐν τῇ ιηʹ","","fr. 130","11","11.500c","","",""
"EPHORVS","","","","","","Ἱστοριῶν","ἐν τῇ λʹ","","fr. 155","6","6.232d","","ἢ Δημόφιλος ὁ υἱὸς αὐτοῦ de libro xxx","range start"
"EPHORVS","","","","","","Ἱστοριῶν","ἐν τῇ λʹ","","fr. 155","6","6.233a","","ἢ Δημόφιλος ὁ υἱὸς αὐτοῦ de libro xxx","range end"
"EPHORVS","","","","","","περὶ Εὑρημάτων ἐν δευτέρῳ","","","fr. 158","8","8.362c","","",""
"EPHORVS","","","","","","ἐν τοῖς περὶ Εὖρ.","","","fr. 169","14","14.637b","","",""
"EPHORVS","","","","","","ἐν τοῖς Εὑρήμασιν","","","fr. 160","4","4.182c","","",""
"EPHORVS","","","","","","libro non indicato","","","fr. 1","14","14.626a","","",""
"EPHORVS","","","","","","libro non indicato","","","fr. 92","12","12.523e","","",""
"EPHORVS","","","","","","libro non indicato","","","fr. 102","12","12.515e","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","","","","","15","15.698c","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἀγρωστῖνος","","","fr. 1","3","3.120c","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἀγρωστῖνος","","","fr. 2","15","15.682b","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἁλκυών","","","fr. 1","14","14.619b","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἀταλάνται","","","pseudepich. fr. 1","14","14.618d","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Βάκχαι","","","fr. 1","3","3.106f","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Βούσ(ε)ιρις","","","fr. 1","10","10.411a","","","range start"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Βούσ(ε)ιρις","","","fr. 1","10","10.411b","","","range end"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 1","3","3.105b","","","range start"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 1","3","3.105c","","","range end"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 2","3","3.106e","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 3","3","3.120c","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 4","7","7.313b","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 5","7","7.323a","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 6","9","9.370b","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 7","14","14.645f","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 8","14","14.648b","","","range start"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Γᾶ (bis Γῆ) καὶ Θάλασσα","","","fr. 8","14","14.648c","","","range end"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Διόνυσοι","","","fr. 1","4","4.158c","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἐλπὶς ἢ Πλοῦτος","","","fr. 1","6","6.235e","","","range start"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἐλπὶς ἢ Πλοῦτος","","","fr. 1","6","6.236b","","","range end"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἐλπὶς ἢ Πλοῦτος","","","fr. 2","6","6.235e","","","range start"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἐλπὶς ἢ Πλοῦτος","","","fr. 2","6","6.236b","","","range end"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἐλπίδι","","","fr. 3","4","4.139b","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἑορτὰ καὶ Νᾶσοι","","","fr. 1","4","4.160d","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἥβας Γάμος","","","fr. 1","3","3.85c","","","range start"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἥβας Γάμος","","","fr. 1","3","3.85e","","","range end"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἥβας Γάμος","","","fr. 2","3","3.91c","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","Ἥβας Γάμος","","","fr. 3","3","3.105a","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 4","3","3.110b","","cf. 14.645e, 646b",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 5","7","7.282a","","cf. 328a","range start"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 5","7","7.282b","","cf. 328a","range end"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 6","7","7.286b","","","range start"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 6","7","7.286c","","","range end"
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 7","7","7.286f","","cf. 285a-b",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 7","7","7.306c","","cf. 285a-b",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 8","7","7.287b","","cf. 9.400c",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 8","7","7.305c","","cf. 9.400c",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 9","7","7.288a","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 9","7","7.324e","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 10","7","7.308e","","cf. 282a, 288b, 322f, 323c",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 11","7","7.295b","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 12","7","7.304c","","cf. 319c-d*",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 13","7","7.288b","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 13","7","7.306a","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 13","7","7.326e","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 13","7","7.330a","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 14","7","7.309d","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 15","7","7.313d","","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 15","7","7.321c","*","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 15","7","7.325f","*","",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 16","7","7.321a","","cf. 313e",""
"EPICHARMVS","ὁ Συρακόσιος","","","","parodiis usus est ἔν τισι τῶν δραμάτων","ἐν Ἥβης Γάμῳ κἀν Μούσαις","","","fr. 17","7","7.315f","","",""
